Logging buffer configuration and contents : enabled
Allowed max buffer size : 10240
Actual buffer size : 512
Channel number : 4 , Channel name : logbuffer
Dropped messages : 0
Overwritten messages : 37
Current messages : 512

Jun  2 2026 12:47:04 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=0, PortIndex=11, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=0, PortID=9, IfIndex=13, PortName=GE1/0/8, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=3, PortID=7, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=2, PortID=7, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=3, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=2, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=0, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=3, PortID=5, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=3, PortIndex=10, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=2, PortIndex=10, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=0, PortIndex=10, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=3, PortIndex=9, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=0, PortID=7, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=3, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=2, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=0, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=3, PortID=5, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=1, PortID=5, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=0, PortID=5, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=3, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=1, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=0, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=1, PortIndex=9, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=0, PortIndex=9, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=3, PortIndex=8, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=1, PortIndex=8, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=0, PortIndex=8, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=1, PortID=5, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=0, PortID=5, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=3, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=1, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun  2 2026 12:05:42 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=0, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun  2 2026 12:05:41 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/2, Action=added, Added=1, Deleted=0, RemoteInterfaceName=GE1/0/2, RemoteDeviceManageAddress=10.1.254.2)
Jun  2 2026 12:05:41 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/2, RemoteChassisType=macAddress, RemoteChassisId=3811-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/2, RemoteSystemName=Core_SW_02, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.2)
Jun  2 2026 12:05:41 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/1, Action=added, Added=1, Deleted=0, RemoteInterfaceName=GE1/0/1, RemoteDeviceManageAddress=10.1.254.2)
Jun  2 2026 12:05:41 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/1, RemoteChassisType=macAddress, RemoteChassisId=3811-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=Core_SW_02, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.2)
Jun  2 2026 12:05:41 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 2, port name is Eth-Trunk1, pwName is -. (VlanId=0, SrcMac=3811-0011-1200)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/1/TOPOLOGY_CHANGE(l):CID=0x80547543;Bridge topology changed.
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 3, port name is Eth-Trunk1, pwName is -. (VlanId=0, SrcMac=3811-0011-1200)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 1, port name is Eth-Trunk1, pwName is -. (VlanId=0, SrcMac=3811-0011-1200)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 0, port name is Eth-Trunk1, pwName is -. (VlanId=0, SrcMac=3811-0011-1200)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=3, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=1, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=0, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=3, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=1, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=0, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=3, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=1, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=0, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/MSTPLOG_PROROOT_CHANGED(l):CID=0x80547543;The root bridge of MSTP process changed. (ProcessID=0, InstanceID=2, RootPortName=-, PreviousRootBridgeID=3811-0011-1200, NewRootBridgeID=3810-0011-1200, RootPwName=-, PreHello=0, PreMessageAge=0, PreFwdly=0, PreRemainingHops=19, NewHello=0, NewMessageAge=0, NewFwdly=0, NewRemainingHops=0, Tag=0)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=2, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=2, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/PROROOT_CHANGED(l):CID=0x80547543;The root bridge of MSTP process changed. (ProcessID=0, InstanceID=2, PortID=0)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=2, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/MSTPLOG_PROROOT_CHANGED(l):CID=0x80547543;The root bridge of MSTP process changed. (ProcessID=0, InstanceID=2, RootPortName=Eth-Trunk1, PreviousRootBridgeID=3810-0011-1200, NewRootBridgeID=3811-0011-1200, RootPwName=-, PreHello=0, PreMessageAge=0, PreFwdly=0, PreRemainingHops=20, NewHello=0, NewMessageAge=0, NewFwdly=0, NewRemainingHops=0, Tag=0)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/PROROOT_CHANGED(l):CID=0x80547543;The root bridge of MSTP process changed. (ProcessID=0, InstanceID=2, PortID=41)
Jun  2 2026 12:05:40 Core_SW_01 %%01IFNET/2/linkDown_clear(l):CID=0x807a040f-alarmID=0x08520003-clearType=service_resume;The interface status changes. (ifName=Vlanif202, AdminStatus=UP, OperStatus=UP, Reason=Interface physical link is up, mainIfname=Vlanif202)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=3, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=2, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=1, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=0, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=3, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=2, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=1, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=0, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun  2 2026 12:05:40 Core_SW_01 %%01IFNET/2/linkDown_clear(l):CID=0x807a040f-alarmID=0x08520003-clearType=service_resume;The interface status changes. (ifName=Eth-Trunk1, AdminStatus=UP, OperStatus=UP, Reason=Interface physical link is up, mainIfname=Eth-Trunk1)
Jun  2 2026 12:05:38 Core_SW_01 %%01CONFIGURATION/3/ROLLBACK_FAIL(l):CID=0x80cb000c;Configuration rollback finished, but some warnings occurred or there are still several differences.
Jun  2 2026 12:05:38 Core_SW_01 %%01IFNET/2/linkDown_clear(l):CID=0x807a040f-alarmID=0x08520003-clearType=service_resume;The interface status changes. (ifName=Vlanif201, AdminStatus=UP, OperStatus=UP, Reason=Interface physical link is up, mainIfname=Vlanif201)
Jun  2 2026 12:05:38 Core_SW_01 %%01IFNET/2/linkDown_clear(l):CID=0x807a040f-alarmID=0x08520003-clearType=service_resume;The interface status changes. (ifName=Vlanif120, AdminStatus=UP, OperStatus=UP, Reason=Interface physical link is up, mainIfname=Vlanif120)
Jun  2 2026 12:05:38 Core_SW_01 %%01IFNET/2/linkDown_clear(l):CID=0x807a040f-alarmID=0x08520003-clearType=service_resume;The interface status changes. (ifName=Vlanif110, AdminStatus=UP, OperStatus=UP, Reason=Interface physical link is up, mainIfname=Vlanif110)
Jun  2 2026 12:05:38 Core_SW_01 %%01IFNET/2/linkDown_clear(l):CID=0x807a040f-alarmID=0x08520003-clearType=service_resume;The interface status changes. (ifName=Vlanif40, AdminStatus=UP, OperStatus=UP, Reason=Interface physical link is up, mainIfname=Vlanif40)
Jun  2 2026 12:05:38 Core_SW_01 %%01IFNET/2/linkDown_clear(l):CID=0x807a040f-alarmID=0x08520003-clearType=service_resume;The interface status changes. (ifName=Vlanif30, AdminStatus=UP, OperStatus=UP, Reason=Interface physical link is up, mainIfname=Vlanif30)
Jun  2 2026 12:05:38 Core_SW_01 %%01IFNET/2/linkDown_clear(l):CID=0x807a040f-alarmID=0x08520003-clearType=service_resume;The interface status changes. (ifName=Vlanif20, AdminStatus=UP, OperStatus=UP, Reason=Interface physical link is up, mainIfname=Vlanif20)
Jun  2 2026 12:05:38 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=0, PortID=9, IfIndex=13, PortName=GE1/0/8, PwName=-)
Jun  2 2026 12:05:38 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=0, PortIndex=13, IfIndex=13, PortName=GE1/0/8, PwName=-)
